"LocalID","ID","Type","Pax","From","DepFATO_No","DepGate_No","STD","To","ArrFATO_No","ArrGate_No","STA","DepGateIn","DepGateOut","DepFATOIn","DepFATOOut","ArrFATOIn","ArrFATOOut","ArrGateIn","ArrGateOut"
"1-77","UAM0721","6인승","6","여의도","1","4","09:20:21","사당","2","2","09:50:15","09:19:21","09:20:21","09:41:21","09:43:21","09:50:15","09:52:15","09:57:15","10:03:15"
"1-78","UAM0136","6인승","6","여의도","1","3","09:20:41","강남","2","5","11:06:49","09:28:34","09:29:34","09:43:21","09:45:21","11:06:49","11:08:49","11:13:49","11:19:49"
"1-79","UAM0729","6인승","6","여의도","1","4","09:22:00","천호","2","3","11:27:23","09:21:00","09:22:00","09:45:21","09:47:21","11:27:23","11:29:23","11:34:23","11:40:23"
"1-80","UAM0730","6인승","6","여의도","1","5","09:22:23","잠실","2","3","10:00:34","09:21:23","09:22:23","09:47:21","09:49:21","10:00:34","10:02:34","10:07:34","10:13:34"
"1-81","UAM0276","6인승","6","여의도","1","2","09:24:34","수서","2","2","10:04:43","09:24:34","09:25:34","09:49:21","09:51:21","10:04:43","10:06:43","10:11:43","10:17:43"
"1-82","UAM0741","6인승","6","여의도","1","5","09:25:24","성수","2","4","10:46:15","09:24:24","09:25:24","09:51:21","09:53:21","10:46:15","10:48:15","10:53:15","10:59:15"
"1-83","UAM0192","6인승","6","여의도","1","1","09:30:23","망우","2","3","10:29:58","09:29:23","09:30:23","09:53:21","09:55:21","10:29:58","10:31:58","10:36:58","10:42:58"
"1-84","UAM0120","6인승","6","여의도","1","3","09:30:38","연신내","2","3","10:07:13","09:30:04","09:31:04","09:55:21","09:57:21","10:07:13","10:09:13","10:14:13","10:20:13"
"1-85","UAM0202","6인승","6","여의도","1","4","09:31:17","마곡","2","1","12:22:42","09:30:34","09:31:34","09:57:21","09:59:21","12:22:42","12:24:42","12:29:42","12:35:42"
"1-86","UAM0761","6인승","6","여의도","1","1","09:32:43","강남","2","3","11:34:49","09:31:43","09:32:43","09:59:21","10:01:21","11:34:49","11:36:49","11:41:49","11:47:49"
"1-87","UAM0777","6인승","6","여의도","1","2","09:37:40","성수","2","1","10:58:15","09:36:40","09:37:40","10:01:21","10:03:21","10:58:15","11:00:15","11:05:15","11:11:15"
"1-88","UAM0785","6인승","6","여의도","1","4","09:42:34","잠실","2","4","10:17:54","09:41:34","09:42:34","10:03:21","10:05:21","10:17:54","10:19:54","10:24:54","10:30:54"
"1-89","UAM0167","6인승","6","여의도","1","1","09:42:45","연신내","2","4","10:22:02","09:57:10","09:58:10","10:05:21","10:07:21","10:22:02","10:24:02","10:29:02","10:35:02"
"1-90","UAM0793","6인승","6","여의도","1","5","09:43:46","망우","2","1","10:35:58","09:42:46","09:43:46","10:07:21","10:09:21","10:35:58","10:37:58","10:42:58","10:48:58"
"1-91","UAM0799","6인승","6","여의도","1","4","09:44:56","수서","2","3","10:28:43","09:43:56","09:44:56","10:09:21","10:11:21","10:28:43","10:30:43","10:35:43","10:41:43"
"1-92","UAM0448","6인승","6","여의도","1","2","09:45:09","마곡","2","3","12:48:42","09:52:17","09:53:17","10:11:21","10:13:21","12:48:42","12:50:42","12:55:42","13:01:42"
"1-93","UAM0641","6인승","6","여의도","1","3","09:49:42","천호","2","3","12:17:23","09:54:17","09:55:17","10:13:21","10:15:21","12:17:23","12:19:23","12:24:23","12:30:23"
"1-94","UAM0559","6인승","6","여의도","1","1","09:50:42","강남","2","3","12:04:49","09:58:40","09:59:40","10:15:21","10:17:21","12:04:49","12:06:49","12:11:49","12:17:49"
"1-95","UAM0410","6인승","6","여의도","1","3","09:54:32","사당","2","3","10:58:33","09:55:47","09:56:47","10:17:21","10:19:21","10:58:33","11:00:33","11:05:33","11:11:33"
"1-96","UAM0468","6인승","6","여의도","1","1","09:56:57","잠실","2","5","10:43:23","10:00:10","10:01:10","10:19:21","10:21:21","10:43:23","10:45:23","10:50:23","10:56:23"
"1-97","UAM0069","6인승","6","여의도","1","2","09:58:12","성수","2","2","11:28:15","10:00:34","10:01:34","10:21:21","10:23:21","11:28:15","11:30:15","11:35:15","11:41:15"
"1-98","UAM0834","6인승","6","여의도","1","5","09:59:40","마곡","2","4","13:12:42","09:58:40","09:59:40","10:23:21","10:25:21","13:12:42","13:14:42","13:19:42","13:25:42"
"1-99","UAM0065","6인승","6","여의도","1","2","10:05:22","수서","2","1","10:48:02","10:10:17","10:11:17","10:25:21","10:27:21","10:48:02","10:50:02","10:55:02","11:01:02"
"1-100","UAM0438","6인승","6","여의도","1","3","10:07:34","천호","2","2","12:34:27","10:12:17","10:13:17","10:27:21","10:29:21","12:34:27","12:36:27","12:41:27","12:47:27"
"1-101","UAM0222","6인승","6","여의도","1","4","10:08:13","강남","2","1","12:24:49","10:07:13","10:08:13","10:29:21","10:31:21","12:24:49","12:26:49","12:31:49","12:37:49"
"1-102","UAM0370","6인승","6","여의도","1","1","10:08:41","미아","2","4","10:51:56","10:08:17","10:09:17","10:31:21","10:33:21","10:51:56","10:53:56","10:58:56","11:04:56"
"1-103","UAM0259","6인승","6","여의도","1","2","10:11:12","잠실","2","2","10:53:54","10:11:47","10:12:47","10:33:21","10:35:21","10:53:54","10:55:54","11:00:54","11:06:54"
"1-104","UAM0228","6인승","6","여의도","1","3","10:16:36","강남","2","3","12:44:49","10:15:36","10:16:36","10:35:21","10:37:21","12:44:49","12:46:49","12:51:49","12:57:49"
"1-105","UAM0873","6인승","6","여의도","1","2","10:17:30","성수","2","2","11:36:15","10:16:30","10:17:30","10:37:21","10:39:21","11:36:15","11:38:15","11:43:15","11:49:15"
"1-106","UAM0064","6인승","6","여의도","1","1","10:21:19","마곡","2","2","13:42:42","10:27:10","10:28:10","10:39:21","10:41:21","13:42:42","13:44:42","13:49:42","13:55:42"
"1-107","UAM0507","6인승","6","여의도","1","1","10:27:57","망우","2","4","10:58:52","10:28:40","10:29:40","10:41:21","10:43:21","10:58:52","11:00:52","11:05:52","11:11:52"
