vertiport_id,vertiport,phase,resource_type,resource_id,fpl_id,aircraft_id,state,description,start_sec,end_sec,start_time,end_time,duration_sec
마곡,마곡,arrival,fato,fato-3,FPL0115002,UAM0005,procedure,engine stop,25119.49,25299.49,06:58:39,07:01:39,180
망우,망우,arrival,gate,gate-3,FPL0816001,UAM0059,handling,turnaround,25126.65,25726.65,06:58:46,07:08:46,600
성수,성수,arrival,fato,fato-3,FPL0709001,UAM0053,procedure,engine stop,25127.49,25307.49,06:58:47,07:01:47,180
성수,성수,arrival,fato,fato-4,FPL0509001,UAM0037,fatoLock,fato lock,25145.63,25205.63,06:59:05,07:00:05,60
미아,미아,arrival,fato,fato-4,FPL0406001,UAM0029,fatoLock,fato lock,25146.06,25206.06,06:59:06,07:00:06,60
강남,강남,arrival,fato,fato-4,FPL1113001,UAM0085,fatoLock,fato lock,25149.06,25209.06,06:59:09,07:00:09,60
봉천,봉천,arrival,fato,fato-3,FPL1607001,UAM0126,fatoLock,fato lock,25158.84,25218.84,06:59:18,07:00:18,60
여의도,여의도,arrival,fato,fato-3,FPL0601001,UAM0045,fatoLock,fato lock,25163.93,25223.93,06:59:23,07:00:23,60
광화문,광화문,arrival,fato,fato-4,FPL1412001,UAM0110,procedure,engine stop,25165.95,25345.95,06:59:25,07:02:25,180
마곡,마곡,arrival,fato,fato-4,FPL1115001,UAM0084,fatoLock,fato lock,25171.98,25231.98,06:59:31,07:00:31,60
가산,가산,arrival,fato,fato-3,FPL1114001,UAM0083,procedure,engine stop,25172.33,25352.33,06:59:32,07:02:32,180
천호,천호,arrival,fato,fato-3,FPL1311001,UAM0100,procedure,engine stop,25176.48,25356.48,06:59:36,07:02:36,180
성수,성수,arrival,gate,gate-8,FPL1409001,UAM0108,handling,turnaround,25187.49,25787.49,06:59:47,07:09:47,600
천호,천호,arrival,fato,fato-4,FPL1211001,UAM0092,fatoLock,fato lock,25196.54,25256.54,06:59:56,07:00:56,60
목동,목동,arrival,gate,gate-2,FPL1605001,UAM0122,handling,turnaround,25196.74,25796.74,06:59:56,07:09:56,600
성수,성수,arrival,fato,fato-4,FPL0509001,UAM0037,procedure,engine stop,25205.63,25385.63,07:00:05,07:03:05,180
미아,미아,arrival,fato,fato-4,FPL0406001,UAM0029,procedure,engine stop,25206.06,25386.06,07:00:06,07:03:06,180
강남,강남,arrival,fato,fato-4,FPL1113001,UAM0085,procedure,engine stop,25209.06,25389.06,07:00:09,07:03:09,180
망우,망우,arrival,fato,fato-3,FPL1216001,UAM0093,fatoLock,fato lock,25209.61,25269.61,07:00:09,07:01:09,60
봉천,봉천,arrival,fato,fato-3,FPL1607001,UAM0126,procedure,engine stop,25218.84,25398.84,07:00:18,07:03:18,180
여의도,여의도,arrival,fato,fato-3,FPL0601001,UAM0045,procedure,engine stop,25223.93,25403.93,07:00:23,07:03:23,180
마곡,마곡,arrival,fato,fato-4,FPL1115001,UAM0084,procedure,engine stop,25231.98,25411.98,07:00:31,07:03:31,180
목동,목동,arrival,gate,gate-6,FPL1305001,UAM0099,handling,turnaround,25236.74,25836.74,07:00:36,07:10:36,600
마곡,마곡,arrival,gate,gate-2,FPL0415001,UAM0027,handling,turnaround,25239.49,25839.49,07:00:39,07:10:39,600
가산,가산,arrival,fato,fato-4,FPL1314001,UAM0102,fatoLock,fato lock,25244.29,25304.29,07:00:44,07:01:44,60
강남,강남,arrival,fato,fato-3,FPL1013001,UAM0078,fatoLock,fato lock,25255.2,25315.2,07:00:55,07:01:55,60
천호,천호,arrival,fato,fato-4,FPL1211001,UAM0092,procedure,engine stop,25256.54,25436.54,07:00:56,07:03:56,180
미아,미아,arrival,fato,fato-3,FPL0306001,UAM0021,fatoLock,fato lock,25266.06,25326.06,07:01:06,07:02:06,60
망우,망우,arrival,fato,fato-4,FPL0316001,UAM0020,fatoLock,fato lock,25266.65,25326.65,07:01:06,07:02:06,60
여의도,여의도,arrival,fato,fato-4,FPL0901001,UAM0071,fatoLock,fato lock,25269.22,25329.22,07:01:09,07:02:09,60
망우,망우,arrival,fato,fato-3,FPL1216001,UAM0093,procedure,engine stop,25269.61,25449.61,07:01:09,07:04:09,180
광화문,광화문,arrival,gate,gate-2,FPL0812001,UAM0060,handling,turnaround,25285.95,25885.95,07:01:25,07:11:25,600
가산,가산,arrival,gate,gate-2,FPL1714001,UAM0131,handling,turnaround,25292.33,25892.33,07:01:32,07:11:32,600
성수,성수,arrival,gate,gate-3,FPL1509001,UAM0116,handling,turnaround,25295.63,25895.63,07:01:35,07:11:35,600
잠실,잠실,arrival,fato,fato-3,FPL0702001,UAM0055,fatoLock,fato lock,25296.36,25356.36,07:01:36,07:02:36,60
천호,천호,arrival,gate,gate-2,FPL0511002,UAM0034,handling,turnaround,25296.48,25896.48,07:01:36,07:11:36,600
강남,강남,arrival,gate,gate-7,FPL0513001,UAM0036,handling,turnaround,25299.06,25899.06,07:01:39,07:11:39,600
가산,가산,arrival,fato,fato-4,FPL1314001,UAM0102,procedure,engine stop,25304.29,25484.29,07:01:44,07:04:44,180
목동,목동,arrival,fato,fato-3,FPL1105001,UAM0086,fatoLock,fato lock,25306.74,25366.74,07:01:46,07:02:46,60
상암,상암,arrival,fato,fato-4,FPL0803001,UAM0064,fatoLock,fato lock,25310.18,25370.18,07:01:50,07:02:50,60
강남,강남,arrival,fato,fato-3,FPL1013001,UAM0078,procedure,engine stop,25315.2,25495.2,07:01:55,07:04:55,180
수서,수서,arrival,fato,fato-3,FPL1617001,UAM0128,fatoLock,fato lock,25319.77,25379.77,07:01:59,07:02:59,60
미아,미아,arrival,fato,fato-3,FPL0306001,UAM0021,procedure,engine stop,25326.06,25506.06,07:02:06,07:05:06,180
망우,망우,arrival,fato,fato-4,FPL0316001,UAM0020,procedure,engine stop,25326.65,25506.65,07:02:06,07:05:06,180
여의도,여의도,arrival,fato,fato-4,FPL0901001,UAM0071,procedure,engine stop,25329.22,25509.22,07:02:09,07:05:09,180
미아,미아,arrival,gate,gate-3,FPL0706001,UAM0051,handling,turnaround,25330.69,25930.69,07:02:10,07:12:10,600
목동,목동,arrival,fato,fato-4,FPL0805002,UAM0063,fatoLock,fato lock,25342.84,25402.84,07:02:22,07:03:22,60
연신내,연신내,arrival,gate,gate-3,FPL0510001,UAM0038,handling,turnaround,25346.74,25946.74,07:02:26,07:12:26,600
마곡,마곡,arrival,fato,fato-3,FPL0815001,UAM0061,fatoLock,fato lock,25349.49,25409.49,07:02:29,07:03:29,60
마곡,마곡,arrival,gate,gate-6,FPL0915002,UAM0068,handling,turnaround,25351.98,25951.98,07:02:31,07:12:31,600
잠실,잠실,arrival,fato,fato-3,FPL0702001,UAM0055,procedure,engine stop,25356.36,25536.36,07:02:36,07:05:36,180
성수,성수,arrival,fato,fato-3,FPL0109001,UAM0007,fatoLock,fato lock,25357.49,25417.49,07:02:37,07:03:37,60
망우,망우,arrival,gate,gate-7,FPL0416001,UAM0028,handling,turnaround,25359.61,25959.61,07:02:39,07:12:39,600
목동,목동,arrival,fato,fato-3,FPL1105001,UAM0086,procedure,engine stop,25366.74,25546.74,07:02:46,07:05:46,180
상암,상암,arrival,fato,fato-4,FPL0803001,UAM0064,procedure,engine stop,25370.18,25550.18,07:02:50,07:05:50,180
천호,천호,arrival,gate,gate-6,FPL1411001,UAM0106,handling,turnaround,25376.54,25976.54,07:02:56,07:12:56,600
수서,수서,arrival,gate,gate-3,FPL1017001,UAM0076,handling,turnaround,25379.51,25979.51,07:02:59,07:12:59,600
수서,수서,arrival,fato,fato-3,FPL1617001,UAM0128,procedure,engine stop,25379.77,25559.77,07:02:59,07:05:59,180
연신내,연신내,arrival,gate,gate-7,FPL1510001,UAM0117,handling,turnaround,25386.74,25986.74,07:03:06,07:13:06,600
사당,사당,arrival,gate,gate-3,FPL0308001,UAM0022,handling,turnaround,25390.18,25990.18,07:03:10,07:13:10,600
가산,가산,arrival,fato,fato-3,FPL0214002,UAM0013,fatoLock,fato lock,25402.33,25462.33,07:03:22,07:04:22,60
목동,목동,arrival,fato,fato-4,FPL0805002,UAM0063,procedure,engine stop,25402.84,25582.84,07:03:22,07:06:22,180
천호,천호,arrival,fato,fato-3,FPL0111001,UAM0004,fatoLock,fato lock,25406.48,25466.48,07:03:26,07:04:26,60
수서,수서,departure,fato,fato-1,FPL1705002,UAM0057,procedure,engine start,25407,25647,07:03:27,07:07:27,240
마곡,마곡,arrival,fato,fato-3,FPL0815001,UAM0061,procedure,engine stop,25409.49,25589.49,07:03:29,07:06:29,180
목동,목동,departure,fato,fato-1,FPL0508001,UAM0073,procedure,engine start,25417,25657,07:03:37,07:07:37,240
성수,성수,arrival,fato,fato-3,FPL0109001,UAM0007,procedure,engine stop,25417.49,25597.49,07:03:37,07:06:37,180
