hour,hour_label,vertiport_id,vertiport,requested,processed,unserved,processing_rate,flight_count,avg_load_factor,avg_gate_to_gate_sec,avg_departure_wait_sec,avg_arrival_wait_sec
14,14:00,망우,망우,26,26,0,1,10,0.675,2156.28,592.4444444444445,248.99666666666667
14,14:00,목동,목동,68,65,3,0.9559,14,0.7797642857142858,1826.0785714285716,96.9088888888889,171.73399999999998
14,14:00,미아,미아,22,22,0,1,12,0.3819333333333333,1762.5366666666666,201.34999999999997,67.53714285714285
14,14:00,봉천,봉천,30,30,0,1,10,0.7125,1845.368,2,166.215
14,14:00,사당,사당,31,28,3,0.9032,10,0.7208399999999999,1528.084,26.2225,164.226
14,14:00,상암,상암,19,19,0,1,8,0.5625,1604.1512500000001,44.82333333333333,184.155
14,14:00,성수,성수,36,36,0,1,11,0.6477272727272727,1661.8427272727274,543.5,33.095
14,14:00,수서,수서,48,40,8,0.8333,13,0.8397384615384614,1761.6215384615384,105.2625,190.55285714285714
14,14:00,여의도,여의도,30,27,3,0.9,7,0.7678428571428572,1951.937142857143,78.55333333333333,158.192
14,14:00,연신내,연신내,27,27,0,1,9,0.5509222222222222,1686.418888888889,70,192.56400000000002
14,14:00,용산,용산,21,15,6,0.7143,5,0.925,1786.1120000000003,147,66.00750000000001
14,14:00,잠실,잠실,46,42,4,0.913,10,0.8583300000000001,1623.824,42.5,94.79599999999999
14,14:00,천호,천호,79,79,0,1,21,0.787695238095238,2006.1347619047624,517,141.5877777777778
15,15:00,가산,가산,40,40,0,1,11,0.7197,1674.0963636363633,130.8,106.94999999999999
15,15:00,강남,강남,80,66,14,0.825,12,1,1833.2858333333334,111.54909090909088,306.752
15,15:00,광화문,광화문,40,39,1,0.975,9,0.7916666666666666,1513.9099999999999,70,115.72999999999999
15,15:00,마곡,마곡,66,66,0,1,18,0.7291666666666666,2114.895,572.1176470588235,132.3725
15,15:00,망우,망우,39,39,0,1,15,0.7111133333333334,2008.7106666666668,556.5714285714286,127.1
15,15:00,목동,목동,82,67,15,0.8171,15,0.9583333333333334,1567.712,56.021111111111125,244.69500000000002
15,15:00,미아,미아,40,40,0,1,15,0.6194466666666666,1740.040666666667,195.45454545454547,180.36
15,15:00,봉천,봉천,24,24,0,1,9,0.5463,1595.5611111111111,38.5525,128.642
15,15:00,사당,사당,36,36,0,1,13,0.8429461538461539,1413.7984615384617,51.695,92.36666666666667
15,15:00,상암,상암,20,18,2,0.9,6,0.5833333333333334,1623.3666666666668,47.725,128.91
15,15:00,성수,성수,28,28,0,1,9,0.5833333333333334,1570.3066666666668,261.75,58
15,15:00,수서,수서,36,36,0,1,12,0.7604166666666669,1550.1625000000001,80,97.17999999999999
15,15:00,여의도,여의도,34,26,8,0.7647,6,0.7916666666666666,1542.6566666666668,33.91,126.17999999999999
15,15:00,연신내,연신내,30,28,2,0.9333,10,0.59583,1682.1470000000002,59.855,230.08666666666667
15,15:00,용산,용산,12,12,0,1,6,0.6944500000000001,1647.081666666667,0,218.285
15,15:00,잠실,잠실,42,42,0,1,11,0.7007636363636363,1616.0054545454543,175,79.705
15,15:00,천호,천호,77,77,0,1,22,0.8106045454545455,2204.7436363636366,709.7727272727273,134.088
16,16:00,가산,가산,45,45,0,1,16,0.6666624999999999,1688.0475000000001,210.07333333333335,166.1614285714286
16,16:00,강남,강남,51,51,0,1,12,0.8368083333333334,1566.4491666666665,78.87428571428572,179.965
16,16:00,광화문,광화문,28,26,2,0.9286,8,0.708325,1459.32875,62,106.05
16,16:00,마곡,마곡,61,61,0,1,18,0.7523166666666667,2024.4733333333331,536,145.74
16,16:00,망우,망우,42,42,0,1,14,0.7023785714285715,2004.025,556.4615384615385,55.0275
16,16:00,목동,목동,74,74,0,1,17,0.7843117647058824,1541.129411764706,82.08692307692307,110.33571428571427
16,16:00,미아,미아,47,45,2,0.9574,12,0.7881916666666666,1664.4916666666666,53.105000000000004,295.83666666666664
16,16:00,봉천,봉천,25,25,0,1,9,0.5185222222222222,1574.21,59.31333333333333,85.112
16,16:00,사당,사당,26,25,1,0.9615,8,0.71875,1542.59375,31.72,128.99333333333334
16,16:00,상암,상암,21,19,2,0.9048,9,0.7361111111111112,1569.6533333333334,70.14666666666666,181.73666666666668
16,16:00,성수,성수,27,27,0,1,11,0.6439363636363636,1487.2172727272728,49.98714285714285,40.74
16,16:00,수서,수서,50,50,0,1,18,0.6481499999999999,1615.8799999999999,115.83866666666668,243.85750000000002
16,16:00,여의도,여의도,45,43,2,0.9556,10,0.85,1637.0980000000002,29.326666666666664,168.048
16,16:00,연신내,연신내,27,27,0,1,12,0.6701416666666667,1577.590833333333,55.63125000000001,76.9475
16,16:00,용산,용산,8,5,3,0.625,2,0.35414999999999996,1464,0,0
16,16:00,잠실,잠실,46,44,2,0.9565,9,0.8888888888888888,1528.5888888888887,66.0475,101.2875
16,16:00,천호,천호,51,51,0,1,15,0.6111133333333334,2172.5973333333336,633.7333333333333,128.21333333333334
17,17:00,가산,가산,44,42,2,0.9545,13,0.7435846153846154,1587.1530769230772,57.95428571428571,172.73
17,17:00,강남,강남,72,62,10,0.8611,12,0.9375,1525.2225,137.16666666666666,134.866
17,17:00,광화문,광화문,45,34,11,0.7556,8,0.9635375,1497.58,0,301.78
17,17:00,마곡,마곡,59,59,0,1,19,0.6644789473684212,1926.905789473684,433.55555555555554,193.6825
17,17:00,망우,망우,32,32,0,1,12,0.6458416666666665,1930.585,496.1818181818182,110.1875
17,17:00,목동,목동,70,68,2,0.9714,14,0.9613071428571428,1625.4535714285716,140.26999999999998,260.68
17,17:00,미아,미아,40,40,0,1,12,0.559025,1722.4225,127.525,107.27166666666666
17,17:00,봉천,봉천,25,24,1,0.96,9,0.7222222222222222,1509.0744444444447,130.50666666666666,145.2
17,17:00,사당,사당,43,42,1,0.9767,10,0.74999,1503.497,39,193.83499999999998
