sim_time,gid,Lmax_1s,Lmax_w
19:58:50,6649,66,71
19:59:00,6355,66,71
19:59:00,4750,65.1,70.1
19:59:00,4244,65.7,70.7
19:59:00,6649,66,71
19:59:00,5841,60,65
19:59:00,4746,65.2,70.2
19:59:00,5543,66,71
19:59:00,4956,66,71
19:59:00,5948,66,71
19:59:00,6246,66,71
19:59:00,5252,61.2,66.2
19:59:00,5145,61.2,66.2
19:59:00,4948,59.6,64.6
19:59:00,5953,59.7,64.7
19:59:00,5752,59.9,64.9
19:59:00,5941,65.3,70.3
19:59:00,4647,59.4,64.4
19:59:00,5545,59.6,64.6
19:59:00,5242,61.9,66.9
19:59:00,4749,59,64
19:59:00,5745,59.8,64.8
19:59:00,6741,59.5,64.5
19:59:00,4540,59.5,64.5
19:59:00,3949,59.4,64.4
19:59:00,5157,64,69
19:59:00,5857,59.9,64.9
19:59:00,4846,59.5,64.5
19:59:00,4551,59,64
19:59:00,6650,65.2,70.2
19:59:00,5844,65.7,70.7
19:59:00,6245,65.6,70.6
19:59:00,4947,65.9,70.9
19:59:10,6355,66,71
19:59:10,4750,65.1,70.1
19:59:10,4345,65.4,70.4
19:59:10,6649,66,71
19:59:10,5841,59.8,64.8
19:59:10,5942,65.3,70.3
19:59:10,4646,65.2,70.2
19:59:10,5543,66,71
19:59:10,4956,66,71
19:59:10,5948,66,71
19:59:10,6246,66,71
19:59:10,5152,63.9,68.9
19:59:10,5245,59.9,64.9
19:59:10,4948,59.1,64.1
19:59:10,5853,59.6,64.6
19:59:10,5652,60.3,65.3
19:59:10,5953,59.6,64.6
19:59:10,4647,59.5,64.5
19:59:10,5544,59.5,64.5
19:59:10,5143,60.8,65.8
19:59:10,4849,59,64
19:59:10,5342,60.4,65.4
19:59:10,5645,59.5,64.5
19:59:10,6742,59.8,64.8
19:59:10,4050,59.5,64.5
19:59:10,5156,64.2,69.2
19:59:10,5856,60.1,65.1
19:59:10,4846,59.5,64.5
19:59:10,4551,59,64
19:59:10,6650,64.9,69.9
19:59:10,5844,66,71
19:59:10,6245,65.3,70.3
19:59:10,4947,65.9,70.9
19:59:19,6355,66,71
19:59:19,4650,64.8,69.8
19:59:19,4345,65.5,70.5
19:59:19,6649,66,71
19:59:19,5942,59.8,64.8
19:59:19,4647,65.2,70.2
19:59:19,5642,65.8,70.8
19:59:19,4956,66,71
19:59:19,5948,66,71
19:59:19,6246,66,71
19:59:19,5152,66,71
19:59:19,5344,61.2,66.2
19:59:19,4848,59,64
19:59:19,5753,62.1,67.1
19:59:19,5652,59.8,64.8
19:59:19,6053,65.4,70.4
19:59:19,6042,65.7,70.7
19:59:19,4746,59.8,64.8
19:59:19,5544,60.3,65.3
19:59:19,5143,61.7,66.7
19:59:19,5441,60.7,65.7
19:59:19,5545,59.5,64.5
19:59:19,6743,59.9,64.9
19:59:19,4050,59.5,64.5
19:59:19,5156,62.6,67.6
19:59:19,5856,60.1,65.1
19:59:19,4551,59.4,64.4
19:59:19,6650,59.5,64.5
19:59:19,5843,65.4,70.4
19:59:19,6245,65.4,70.4
19:59:19,4947,65.7,70.7
19:59:19,5844,66,71
19:59:30,6355,66,71
19:59:30,4550,64.8,69.8
19:59:30,4445,66,71
19:59:30,6649,66,71
19:59:30,6042,60,65
19:59:30,4546,65.1,70.1
19:59:30,5642,66,71
19:59:30,4956,66,71
19:59:30,5948,66,71
19:59:30,5153,65.9,70.9
19:59:30,5344,60.2,65.2
19:59:30,4749,59,64
19:59:30,5752,65.9,70.9
19:59:30,5552,59.9,64.9
19:59:30,6053,65.7,70.7
19:59:30,6043,65.3,70.3
19:59:30,4746,65.2,70.2
19:59:30,5444,59.8,64.8
19:59:30,5043,63.5,68.5
19:59:30,4948,59,64
19:59:30,5441,66,71
19:59:30,5544,59.5,64.5
19:59:30,6743,60.2,65.2
19:59:30,4241,59.8,64.8
19:59:30,4051,59.2,64.2
19:59:30,5055,61.9,66.9
19:59:30,5855,61.9,66.9
19:59:30,4552,60.7,65.7
19:59:30,6650,59.1,64.1
19:59:30,5943,65.5,70.5
19:59:30,6245,60.4,65.4
19:59:30,4947,65.8,70.8
19:59:30,5844,65.8,70.8
19:59:40,6355,66,71
19:59:40,4551,64.8,69.8
19:59:40,4445,66,71
19:59:40,6649,66,71
19:59:40,6043,65.4,70.4
19:59:40,6143,59.8,64.8
19:59:40,4546,65.2,70.2
19:59:40,5741,65.8,70.8
19:59:40,4956,66,71
19:59:40,5948,66,71
19:59:40,5154,66,71
19:59:40,5444,59.9,64.9
19:59:40,4749,59.3,64.3
19:59:40,5652,65.9,70.9
19:59:40,5452,59.9,64.9
19:59:40,6054,65.5,70.5
19:59:40,4746,65.2,70.2
19:59:40,5344,60.1,65.1
19:59:40,5044,60.7,65.7
19:59:40,4947,59.7,64.7
19:59:40,5541,66,71
19:59:40,6744,60.2,65.2
19:59:40,4242,59.7,64.7
19:59:40,4241,59.9,64.9
19:59:40,4051,59.2,64.2
19:59:40,5055,61.9,66.9
19:59:40,5854,62,67
19:59:40,4647,59.6,64.6
19:59:40,4552,60.7,65.7
19:59:40,6550,60.8,65.8
19:59:40,5943,65.7,70.7
19:59:40,6244,59.5,64.5
19:59:40,4946,65.4,70.4
19:59:40,5844,65.7,70.7
19:59:50,6355,66,71
19:59:50,4551,65.1,70.1
19:59:50,4444,66,71
19:59:50,6649,66,71
19:59:50,6143,59.8,64.8
19:59:50,4446,65.1,70.1
19:59:50,5741,66,71
19:59:50,5948,66,71
19:59:50,5054,65.9,70.9
19:59:50,5544,59.6,64.6
19:59:50,4649,59,64
19:59:50,5653,65.9,70.9
19:59:50,5452,60.9,65.9
19:59:50,6055,65.8,70.8
19:59:50,6044,65.5,70.5
19:59:50,4747,65.1,70.1
19:59:50,5344,61,66
19:59:50,4944,60,65
19:59:50,5047,59.6,64.6
19:59:50,5542,66,71
19:59:50,5444,60.7,65.7
19:59:50,6644,60,65
19:59:50,4243,60.9,65.9
19:59:50,4242,59.7,64.7
19:59:50,4152,59.1,64.1
19:59:50,5854,60.6,65.6
19:59:50,4647,59.5,64.5
19:59:50,4553,59.9,64.9
19:59:50,6550,61.4,66.4
19:59:50,5943,66,71
19:59:50,6244,59.5,64.5
19:59:50,4946,65.3,70.3
19:59:50,5844,65.7,70.7
19:59:50,4447,66,71
20:00:00,6355,66,71
20:00:00,4552,66,71
20:00:00,4444,66,71
20:00:00,6143,59.7,64.7
20:00:00,6244,59.7,64.7
20:00:00,4447,66,71
20:00:00,5841,65.8,70.8
20:00:00,5948,66,71
20:00:00,5055,66,71
20:00:00,5544,59.5,64.5
20:00:00,4650,59,64
20:00:00,5653,65.8,70.8
20:00:00,5352,60.6,65.6
20:00:00,6055,66,71
20:00:00,6045,65.9,70.9
20:00:00,4748,65.3,70.3
20:00:00,5245,59.8,64.8
20:00:00,4945,60.2,65.2
20:00:00,5046,60.9,65.9
20:00:00,5542,65.8,70.8
20:00:00,5344,59.9,64.9
20:00:00,6645,59.9,64.9
20:00:00,4243,61.2,66.2
20:00:00,4152,59.3,64.3
20:00:00,5054,61.3,66.3
20:00:00,5853,60.1,65.1
20:00:00,4548,59.5,64.5
20:00:00,4653,59.5,64.5
20:00:00,6549,59.7,64.7
20:00:00,6043,65.3,70.3
20:00:00,4946,65.3,70.3
20:00:00,6650,65.3,70.3
20:00:00,5844,65.7,70.7
20:00:00,6246,66,71
20:00:10,4552,65.6,70.6
20:00:10,4443,66,71
20:00:10,6244,65.4,70.4
20:00:10,4447,66,71
20:00:10,5841,65.4,70.4
20:00:10,5055,66,71
20:00:10,5645,59.8,64.8
20:00:10,4550,59,64
20:00:10,5554,65.7,70.7
20:00:10,5252,61,66
20:00:10,6056,65.9,70.9
20:00:10,6045,65.4,70.4
20:00:10,4848,64.8,69.8
20:00:10,5145,61.2,66.2
20:00:10,4845,59.8,64.8
20:00:10,5146,59.8,64.8
20:00:10,5642,66,71
20:00:10,5245,61.2,66.2
20:00:10,6545,59.8,64.8
20:00:10,4244,59.8,64.8
20:00:10,4243,61.3,66.3
20:00:10,4252,59.5,64.5
20:00:10,5153,65.1,70.1
20:00:10,5752,59.7,64.7
20:00:10,4549,59.4,64.4
20:00:10,4753,59.3,64.3
20:00:10,6549,59.8,64.8
20:00:10,6042,65.6,70.6
20:00:10,6143,59.7,64.7
20:00:10,4946,59.6,64.6
20:00:10,6650,65.3,70.3
20:00:10,5844,65.7,70.7
20:00:10,6246,66,71
20:00:19,4653,65.4,70.4
20:00:19,4443,66,71
20:00:19,6244,65.2,70.2
20:00:19,6245,65.3,70.3
20:00:19,4447,66,71
20:00:19,5942,65.7,70.7
20:00:19,4955,66,71
20:00:19,5645,59.7,64.7
20:00:19,4551,59,64
20:00:19,5554,65.9,70.9
20:00:19,5252,62.4,67.4
20:00:19,6156,65.3,70.3
20:00:19,6046,65.8,70.8
20:00:19,4848,64.8,69.8
20:00:19,5145,61.3,66.3
20:00:19,4846,59.8,64.8
20:00:19,5642,66,71
20:00:19,5245,59.9,64.9
20:00:19,6545,59.7,64.7
20:00:19,4244,60.1,65.1
20:00:19,4352,59.2,64.2
20:00:19,5152,64.1,69.1
20:00:19,5752,60.1,65.1
20:00:19,4549,60.3,65.3
20:00:19,4752,59.8,64.8
20:00:19,6548,59.1,64.1
20:00:19,6043,60,65
20:00:19,6143,59.8,64.8
20:00:19,6650,65.1,70.1
20:00:19,5844,65.5,70.5
20:00:19,6246,65.8,70.8
20:00:29,4653,66,71
20:00:29,4443,66,71
20:00:29,6245,65.4,70.4
20:00:29,4447,66,71
20:00:29,6042,65.4,70.4
20:00:29,4955,65.5,70.5
20:00:29,5746,59.8,64.8
20:00:29,4451,59,64
20:00:29,5553,65.9,70.9
20:00:29,5152,63.6,68.6
20:00:29,6157,65.3,70.3
20:00:29,5946,65.8,70.8
20:00:29,4848,66,71
20:00:29,5046,59.5,64.5
20:00:29,4746,65.3,70.3
20:00:29,5245,59.9,64.9
20:00:29,5741,66,71
20:00:29,5145,61.1,66.1
20:00:29,6445,60.6,65.6
20:00:29,4345,59.7,64.7
20:00:29,4244,59.9,64.9
20:00:29,4352,59,64
20:00:29,5652,60.1,65.1
20:00:29,4550,59.6,64.6
20:00:29,4752,60.1,65.1
20:00:29,6548,59.1,64.1
20:00:29,6043,59.8,64.8
20:00:29,4846,59.5,64.5
20:00:29,6650,64.9,69.9
20:00:29,5843,65.4,70.4
20:00:29,4547,65.3,70.3
20:00:29,6246,65.8,70.8
20:00:29,5844,66,71
20:00:39,4652,66,71
20:00:39,4443,66,71
20:00:39,6245,65.2,70.2
20:00:39,6346,65.3,70.3
20:00:39,4447,66,71
20:00:39,6042,65.6,70.6
20:00:39,4856,65.4,70.4
20:00:39,5746,59.7,64.7
20:00:39,4452,59,64
20:00:39,5453,66,71
20:00:39,5051,61.4,66.4
20:00:39,6157,65.7,70.7
20:00:39,5946,65.6,70.6
20:00:39,4848,66,71
20:00:39,5047,59.8,64.8
20:00:39,4746,65.3,70.3
20:00:39,5245,61.4,66.4
20:00:39,5841,66,71
20:00:39,5146,59.7,64.7
20:00:39,6445,59.6,64.6
20:00:39,4345,59.9,64.9
20:00:39,4451,59,64
20:00:39,5252,60.4,65.4
20:00:39,5552,60,65
20:00:39,4450,59.5,64.5
20:00:39,4751,60.2,65.2
20:00:39,6447,59.1,64.1
20:00:39,6044,59.8,64.8
20:00:39,6650,59.1,64.1
20:00:39,5943,65.7,70.7
20:00:39,4547,65.2,70.2
20:00:39,6246,65.7,70.7
20:00:39,5844,66,71
20:00:49,4652,66,71
20:00:49,4443,66,71
20:00:49,6346,65.2,70.2
20:00:49,4447,66,71
20:00:49,6043,65.3,70.3
20:00:49,4956,66,71
20:00:49,5847,65.7,70.7
20:00:49,4352,59,64
20:00:49,5452,66,71
20:00:49,5051,60.3,65.3
20:00:49,6257,65.4,70.4
20:00:49,4947,66,71
20:00:49,5047,59.8,64.8
20:00:49,4647,65.2,70.2
20:00:49,5344,59.7,64.7
20:00:49,5841,65.5,70.5
20:00:49,5046,60.6,65.6
20:00:49,6446,59.6,64.6
20:00:49,4446,59.4,64.4
20:00:49,4345,59.9,64.9
20:00:49,4451,59.2,64.2
20:00:49,5352,60.7,65.7
20:00:49,5552,59.8,64.8
20:00:49,4851,60.4,65.4
20:00:49,6447,59.1,64.1
20:00:49,6044,59.9,64.9
20:00:49,5942,59.7,64.7
20:00:49,4747,59.4,64.4
20:00:49,6650,59.2,64.2
20:00:49,5943,66,71
20:00:49,4548,65.3,70.3
20:00:49,6245,65.5,70.5
20:00:49,5844,65.7,70.7
20:01:00,4652,66,71
20:01:00,4443,66,71
20:01:00,6346,64.9,69.9
20:01:00,6246,66,71
20:01:00,4447,66,71
20:01:00,6044,65.7,70.7
20:01:00,4956,66,71
20:01:00,5847,59.8,64.8
20:01:00,4252,59.4,64.4
20:01:00,5352,66,71
20:01:00,4951,60.3,65.3
20:01:00,6358,65.7,70.7
20:01:00,5747,65.3,70.3
20:01:00,4947,66,71
20:01:00,4948,59.3,64.3
20:01:00,4547,65.1,70.1
20:01:00,5444,60.8,65.8
20:01:00,5941,65.3,70.3
20:01:00,5047,59.5,64.5
20:01:00,6347,59.1,64.1
20:01:00,4446,59.5,64.5
20:01:00,4551,59,64
20:01:00,5452,61,66
20:01:00,4352,59,64
20:01:00,4851,59.4,64.4
20:01:00,6045,60.6,65.6
20:01:00,4747,59.5,64.5
20:01:00,6550,61.7,66.7
20:01:00,5943,66,71
20:01:00,4548,65.2,70.2
20:01:00,6245,65.3,70.3
20:01:00,5844,65.7,70.7
20:01:10,4652,66,71
20:01:10,6246,66,71
20:01:10,4447,66,71
20:01:10,6044,65.6,70.6
20:01:10,4956,66,71
20:01:10,5848,59.4,64.4
20:01:10,4252,59.4,64.4
20:01:10,5352,66,71
20:01:10,4950,59.7,64.7
20:01:10,6358,65.4,70.4
20:01:10,5746,65.5,70.5
20:01:10,4947,66,71
20:01:10,4948,59.2,64.2
20:01:10,4546,65.2,70.2
20:01:10,5444,59.6,64.6
20:01:10,5942,65.3,70.3
20:01:10,6447,59.1,64.1
20:01:10,4446,59.5,64.5
20:01:10,4650,59,64
20:01:10,5452,60.4,65.4
20:01:10,4352,59,64
20:01:10,4951,59.9,64.9
20:01:10,6247,59.1,64.1
20:01:10,6045,59.9,64.9
20:01:10,5841,59.7,64.7
20:01:10,4748,59.4,64.4
20:01:10,6550,60.8,65.8
20:01:10,6043,65.7,70.7
20:01:10,4548,63.3,68.3
20:01:10,6245,65.4,70.4
20:01:10,5844,65.7,70.7
20:01:10,6443,66,71
20:01:20,4652,66,71
20:01:20,6246,66,71
20:01:20,6045,66,71
20:01:20,4956,66,71
20:01:20,5948,59.2,64.2
20:01:20,4152,59.2,64.2
20:01:20,5352,66,71
20:01:20,4850,59.3,64.3
20:01:20,6457,65.7,70.7
20:01:20,5646,65.4,70.4
20:01:20,4947,66,71
20:01:20,4848,59,64
20:01:20,4546,65.6,70.6
20:01:20,5544,59.4,64.4
20:01:20,6042,65.6,70.6
20:01:20,4948,59,64
20:01:20,6448,59.1,64.1
20:01:20,4646,59.4,64.4
20:01:20,4650,64.8,69.8
20:01:20,5552,60,65
20:01:20,5252,60.9,65.9
20:01:20,4252,59.3,64.3
20:01:20,5051,59.8,64.8
20:01:20,6147,59.1,64.1
20:01:20,6046,60.3,65.3
20:01:20,5841,65.7,70.7
20:01:20,6549,59.6,64.6
20:01:20,4548,59.5,64.5
20:01:20,6245,64.1,69.1
20:01:20,5844,65.7,70.7
20:01:20,6443,66,71
20:01:20,4447,66,71
20:01:30,4652,66,71
20:01:30,6246,66,71
20:01:30,6045,65.6,70.6
20:01:30,4956,66,71
20:01:30,6048,59.8,64.8
20:01:30,4152,64.9,69.9
20:01:30,5352,66,71
20:01:30,4750,59.3,64.3
20:01:30,6457,65.7,70.7
20:01:30,5646,66,71
20:01:30,4947,66,71
20:01:30,4749,59,64
20:01:30,4446,65.1,70.1
20:01:30,5545,59.8,64.8
20:01:30,6043,65.3,70.3
20:01:30,4848,59,64
20:01:30,6548,59.1,64.1
20:01:30,4645,59.5,64.5
20:01:30,4646,59.4,64.4
20:01:30,4549,65.3,70.3
20:01:30,5652,59.9,64.9
20:01:30,5252,61.5,66.5
20:01:30,5051,60.5,65.5
20:01:30,6147,59.1,64.1
20:01:30,5946,60.4,65.4
20:01:30,5741,66,71
20:01:30,4849,59,64
20:01:30,4548,59.3,64.3
20:01:30,6245,59.7,64.7
20:01:30,5844,65.7,70.7
20:01:30,6443,66,71
20:01:30,4447,66,71
20:01:39,4652,66,71
20:01:39,6246,66,71
20:01:39,6046,65.9,70.9
20:01:39,4956,66,71
20:01:39,6047,59.2,64.2
20:01:39,4052,65.1,70.1
20:01:39,5352,66,71
20:01:39,4650,59.3,64.3
20:01:39,6557,65.6,70.6
20:01:39,5645,66,71
20:01:39,4947,66,71
20:01:39,4749,59.3,64.3
20:01:39,4447,65.2,70.2
20:01:39,6043,65.6,70.6
20:01:39,4849,59,64
20:01:39,6549,59.1,64.1
20:01:39,4745,59.8,64.8
20:01:39,4645,59.4,64.4
20:01:39,4549,65.2,70.2
20:01:39,5652,60.3,65.3
20:01:39,5152,64.2,69.2
20:01:39,4152,59.1,64.1
20:01:39,5151,61.7,66.7
20:01:39,5847,60.1,65.1
20:01:39,5641,64.5,69.5
20:01:39,4948,59.2,64.2
20:01:39,6548,59.1,64.1
20:01:39,4547,59.4,64.4
20:01:39,6245,59.5,64.5
20:01:39,5843,65.4,70.4
20:01:39,5844,65.4,70.4
20:01:39,6443,65.9,70.9
20:01:49,6246,66,71
20:01:49,5946,65.9,70.9
20:01:49,4956,66,71
20:01:49,6147,59.1,64.1
20:01:49,4053,65,70
20:01:49,5352,66,71
20:01:49,4650,59,64
20:01:49,6556,65.9,70.9
20:01:49,5745,66,71
20:01:49,4649,59,64
20:01:49,4447,66,71
20:01:49,6044,65.4,70.4
20:01:49,4749,59,64
20:01:49,6549,59.7,64.7
20:01:49,4746,59.8,64.8
20:01:49,4745,59.7,64.7
20:01:49,4548,65.6,70.6
20:01:49,5752,60.5,65.5
20:01:49,5052,61.7,66.7
20:01:49,4152,65,70
20:01:49,5251,62.5,67.5
20:01:49,5948,59.1,64.1
20:01:49,5847,59.9,64.9
20:01:49,5641,66,71
20:01:49,5048,59.2,64.2
20:01:49,6448,59.1,64.1
20:01:49,4547,59.4,64.4
20:01:49,6345,59.5,64.5
20:01:49,5943,65.5,70.5
20:01:49,5843,65.3,70.3
20:01:49,6443,66,71
20:01:59,6246,66,71
20:01:59,5846,65.8,70.8
20:01:59,6247,59.1,64.1
20:01:59,4053,65.1,70.1
20:01:59,4649,59,64
20:01:59,6555,66,71
20:01:59,5745,66,71
20:01:59,4650,59,64
20:01:59,4447,66,71
20:01:59,5746,65.6,70.6
20:01:59,6045,65.8,70.8
20:01:59,4749,59.2,64.2
20:01:59,6449,61.3,66.3
20:01:59,4747,59.6,64.6
20:01:59,4746,59.7,64.7
20:01:59,4548,65.2,70.2
20:01:59,5853,60,65
20:01:59,5051,60.2,65.2
20:01:59,4052,65,70
20:01:59,5252,60.4,65.4
20:01:59,5948,59.1,64.1
20:01:59,5747,59.6,64.6
20:01:59,5541,66,71
20:01:59,5048,59,64
20:01:59,6447,59.1,64.1
20:01:59,6044,59.9,64.9
20:01:59,4546,59.5,64.5
20:01:59,6346,59.5,64.5
20:01:59,5943,65.7,70.7
20:01:59,6442,65.9,70.9
20:01:59,4547,65.3,70.3
20:01:59,6443,66,71
20:02:09,6246,66,71
20:02:09,5847,65.6,70.6
20:02:09,6247,59.1,64.1
20:02:09,3954,65.1,70.1
20:02:09,4749,59.3,64.3
20:02:09,6555,65.9,70.9
20:02:09,5744,66,71
20:02:09,4550,59,64
20:02:09,4447,66,71
20:02:09,5746,65.6,70.6
20:02:09,6045,65.5,70.5
20:02:09,4650,59,64
20:02:09,6450,61,66
20:02:09,4747,59.4,64.4
20:02:09,4746,59.4,64.4
20:02:09,4547,65.3,70.3
20:02:09,5853,59.7,64.7
20:02:09,4951,60.7,65.7
20:02:09,4053,65,70
20:02:09,5352,60.2,65.2
20:02:09,5848,59.7,64.7
20:02:09,5542,66,71
20:02:09,5047,59.4,64.4
20:02:09,6347,59.1,64.1
20:02:09,4446,59.6,64.6
20:02:09,6346,59.1,64.1
20:02:09,5943,66,71
20:02:09,6442,65.9,70.9
20:02:09,6443,66,71
20:02:20,5747,65.3,70.3
20:02:20,6347,59.1,64.1
20:02:20,3954,65,70
20:02:20,4748,59.8,64.8
20:02:20,6554,64.7,69.7
20:02:20,5844,66,71
20:02:20,4551,59,64
20:02:20,4447,66,71
20:02:20,5847,65.6,70.6
20:02:20,6046,65.8,70.8
20:02:20,4650,64.8,69.8
20:02:20,6451,62.2,67.2
20:02:20,4747,59.3,64.3
20:02:20,4547,65.1,70.1
20:02:20,5953,59.6,64.6
20:02:20,4950,59.6,64.6
20:02:20,4053,65.1,70.1
20:02:20,5452,60.5,65.5
20:02:20,5646,59.5,64.5
20:02:20,5542,65.5,70.5
20:02:20,5046,59.5,64.5
20:02:20,6045,59.9,64.9
20:02:20,4446,59.5,64.5
20:02:20,6043,65.3,70.3
20:02:20,5943,65.9,70.9
20:02:20,6442,66,71
20:02:20,4548,65.2,70.2
20:02:20,6443,66,71
20:02:29,5746,65.5,70.5
20:02:29,6347,64.9,69.9
20:02:29,3854,65.9,70.9
20:02:29,4748,59.6,64.6
20:02:29,6554,65,70
20:02:29,5844,66,71
20:02:29,4451,59,64
20:02:29,4447,66,71
20:02:29,5847,65.6,70.6
20:02:29,5946,65.8,70.8
20:02:29,4549,65.2,70.2
20:02:29,6452,64.7,69.7
20:02:29,4749,59.3,64.3
20:02:29,4546,65.1,70.1
20:02:29,6053,59.6,64.6
20:02:29,4850,59.3,64.3
20:02:29,3954,65.1,70.1
20:02:29,5452,60.1,65.1
20:02:29,5646,59.5,64.5
20:02:29,5443,65.5,70.5
20:02:29,5046,59.4,64.4
20:02:29,6247,59.1,64.1
20:02:29,6046,60.3,65.3
20:02:29,4347,59.4,64.4
20:02:29,6042,65.6,70.6
20:02:29,6043,65.6,70.6
20:02:29,6442,66,71
20:02:29,4548,65.2,70.2
20:02:29,6443,65.9,70.9
20:02:29,5247,66,71
20:02:40,5646,65.3,70.3
20:02:40,6447,64.9,69.9
20:02:40,3854,65.2,70.2
20:02:40,4747,59.4,64.4
20:02:40,6553,63.8,68.8
20:02:40,5844,66,71
20:02:40,4452,59,64
20:02:40,4447,66,71
20:02:40,5848,66,71
20:02:40,5946,65.7,70.7
20:02:40,4549,65.2,70.2
20:02:40,6352,64.5,69.5
20:02:40,4649,59.3,64.3
20:02:40,4749,59.2,64.2
20:02:40,4446,65.3,70.3
20:02:40,5952,59.5,64.5
20:02:40,4750,59.3,64.3
20:02:40,3954,65.1,70.1
20:02:40,5552,60.1,65.1
20:02:40,5746,60.2,65.2
20:02:40,5545,59.7,64.7
20:02:40,5443,65.3,70.3
20:02:40,5046,59.7,64.7
20:02:40,6147,59.8,64.8
20:02:40,4347,59.5,64.5
20:02:40,6247,59.1,64.1
20:02:40,6043,60,65
20:02:40,6042,62,67
20:02:40,6442,66,71
20:02:40,4548,61.4,66.4
20:02:40,4547,65.3,70.3
20:02:40,5247,65.3,70.3
20:02:49,5646,66,71
20:02:49,6448,64.9,69.9
20:02:49,3754,65,70
20:02:49,4746,59.8,64.8
20:02:49,6453,64.6,69.6
20:02:49,5844,66,71
20:02:49,4352,59,64
20:02:49,4447,66,71
20:02:49,5848,66,71
20:02:49,5847,65.7,70.7
20:02:49,4548,65.6,70.6
20:02:49,6353,60.2,65.2
20:02:49,4650,59,64
20:02:49,4749,59,64
20:02:49,5952,59.5,64.5
20:02:49,4750,59.4,64.4
20:02:49,3854,65.9,70.9
20:02:49,5652,59.8,64.8
20:02:49,5745,59.8,64.8
20:02:49,5544,59.5,64.5
20:02:49,5343,65.8,70.8
20:02:49,5145,61.3,66.3
20:02:49,6147,59.1,64.1
20:02:49,4448,59.6,64.6
20:02:49,6247,59.1,64.1
20:02:49,6043,59.6,64.6
20:02:49,6441,66,71
20:02:49,6442,65.9,70.9
20:02:49,4547,65.1,70.1
20:02:49,5247,65.1,70.1
20:02:59,5645,66,71
20:02:59,6548,64.9,69.9
20:02:59,3754,66,71
20:02:59,4746,65.3,70.3
20:02:59,6452,65.3,70.3
20:02:59,5844,66,71
20:02:59,4252,59.4,64.4
20:02:59,5948,66,71
20:02:59,5747,65.3,70.3
20:02:59,4548,65.3,70.3
20:02:59,6354,59.8,64.8
20:02:59,4650,59,64
20:02:59,4849,59,64
20:02:59,4347,65.5,70.5
20:02:59,5951,59.7,64.7
20:02:59,5652,60.7,65.7
20:02:59,5544,60.1,65.1
20:02:59,5343,65.8,70.8
20:02:59,5245,60.1,65.1
20:02:59,6047,59.1,64.1
20:02:59,6247,59.1,64.1
20:02:59,5847,59.9,64.9
20:02:59,4448,59.9,64.9
20:02:59,6147,59.1,64.1
20:02:59,6044,59.8,64.8
20:02:59,6043,59.7,64.7
20:02:59,6441,66,71
20:02:59,6442,66,71
20:02:59,5247,65.1,70.1
20:02:59,4447,66,71
20:03:10,5745,66,71
20:03:10,6548,65.4,70.4
20:03:10,3753,66,71
20:03:10,4745,65.4,70.4
20:03:10,6352,66,71
20:03:10,5844,66,71
20:03:10,4252,59.3,64.3
20:03:10,5948,66,71
20:03:10,5746,65.5,70.5
20:03:10,4547,65.1,70.1
20:03:10,6354,59.7,64.7
20:03:10,4750,59.3,64.3
20:03:10,4848,59,64
20:03:10,4447,66,71
20:03:10,5950,59.9,64.9
20:03:10,4650,65,70
20:03:10,3754,65,70
20:03:10,5752,60.1,65.1
20:03:10,5645,59.7,64.7
20:03:10,5444,59.7,64.7
20:03:10,5242,66,71
20:03:10,5245,61.5,66.5
20:03:10,6247,59.1,64.1
20:03:10,5747,59.6,64.6
20:03:10,4548,65.2,70.2
20:03:10,6047,59.1,64.1
20:03:10,6044,59.9,64.9
20:03:10,6440,65.8,70.8
20:03:10,6442,66,71
20:03:10,5247,65.1,70.1
20:03:18,5745,66,71
20:03:18,6648,65.2,70.2
20:03:18,3753,66,71
20:03:18,4745,65.2,70.2
20:03:18,6352,65.3,70.3
20:03:18,4152,59.2,64.2
20:03:18,5948,66,71
20:03:18,5646,65.4,70.4
20:03:18,4547,65.1,70.1
20:03:18,6355,59.8,64.8
20:03:18,4750,59.3,64.3
20:03:18,4948,59,64
20:03:18,4447,66,71
20:03:18,5950,59.6,64.6
20:03:18,4549,65.3,70.3
20:03:18,3754,66,71
20:03:18,5853,59.5,64.5
20:03:18,5544,59.5,64.5
20:03:18,5444,60.8,65.8
20:03:18,5241,66,71
20:03:18,5344,59.6,64.6
20:03:18,6347,59.1,64.1
20:03:18,5746,59.8,64.8
20:03:18,6048,59.1,64.1
20:03:18,6045,60.6,65.6
20:03:18,6440,63.2,68.2
20:03:18,4647,59.3,64.3
20:03:18,6442,66,71
20:03:18,4548,65,70
20:03:18,5247,65.1,70.1
20:03:28,5744,66,71
20:03:28,6648,66,71
20:03:28,3852,66,71
20:03:28,4744,65.2,70.2
20:03:28,6252,65.2,70.2
20:03:28,4152,64.9,69.9
20:03:28,5948,66,71
20:03:28,5646,65.3,70.3
20:03:28,4546,65.2,70.2
20:03:28,6356,59.7,64.7
20:03:28,4850,59.4,64.4
20:03:28,4947,59.6,64.6
20:03:28,4447,66,71
20:03:28,5849,59.5,64.5
20:03:28,4548,65.3,70.3
20:03:28,3753,66,71
20:03:28,5953,59.7,64.7
20:03:28,5444,60.8,65.8
20:03:28,5344,59.5,64.5
20:03:28,5341,66,71
20:03:28,6447,64.9,69.9
20:03:28,4650,59.4,64.4
20:03:28,6045,59.9,64.9
