time,tsec,edge_id,lane,density
06:36:00,23760,28,R-1000,5.0
06:36:00,23760,28,L-2000,0.0
06:36:00,23760,28,R-2000,0.0
06:36:00,23760,32,L-1000,5.0
06:36:00,23760,32,R-1000,5.0
06:36:00,23760,32,L-2000,0.0
06:36:00,23760,32,R-2000,0.0
06:36:00,23760,34,L-1000,0.0
06:36:00,23760,34,R-1000,0.0
06:36:00,23760,34,L-2000,5.0
06:36:00,23760,34,R-2000,5.0
06:36:00,23760,38,L-1000,0.0
06:36:00,23760,38,R-1000,0.0
06:36:00,23760,38,L-2000,5.0
06:36:00,23760,38,R-2000,5.0
06:36:10,23770,7,L-1000,0.0
06:36:10,23770,7,R-1000,0.0
06:36:10,23770,7,L-2000,7.407407407407409
06:36:10,23770,7,R-2000,7.407407407407409
06:36:10,23770,11,L-1000,7.407407407407409
06:36:10,23770,11,R-1000,7.407407407407409
06:36:10,23770,11,L-2000,0.0
06:36:10,23770,11,R-2000,0.0
06:36:10,23770,12,L-1000,7.407407407407409
06:36:10,23770,12,R-1000,7.407407407407409
06:36:10,23770,12,L-2000,0.0
06:36:10,23770,12,R-2000,0.0
06:36:10,23770,13,L-1000,7.407407407407409
06:36:10,23770,13,R-1000,7.407407407407409
06:36:10,23770,13,L-2000,0.0
06:36:10,23770,13,R-2000,0.0
06:36:10,23770,14,L-1000,7.407407407407409
06:36:10,23770,14,R-1000,7.407407407407409
06:36:10,23770,14,L-2000,0.0
06:36:10,23770,14,R-2000,0.0
06:36:10,23770,15,L-1000,0.0
06:36:10,23770,15,R-1000,0.0
06:36:10,23770,15,L-2000,7.407407407407409
06:36:10,23770,15,R-2000,7.407407407407409
06:36:10,23770,18,L-1000,0.0
06:36:10,23770,18,R-1000,0.0
06:36:10,23770,18,L-2000,7.407407407407409
06:36:10,23770,18,R-2000,7.407407407407409
06:36:10,23770,19,L-1000,7.407407407407409
06:36:10,23770,19,R-1000,7.407407407407409
06:36:10,23770,19,L-2000,0.0
06:36:10,23770,19,R-2000,0.0
06:36:10,23770,22,L-1000,0.0
06:36:10,23770,22,R-1000,0.0
06:36:10,23770,22,L-2000,7.407407407407409
06:36:10,23770,22,R-2000,7.407407407407409
06:36:10,23770,23,L-1000,10.0
06:36:10,23770,23,R-1000,10.0
06:36:10,23770,23,L-2000,0.0
06:36:10,23770,23,R-2000,0.0
