sim_time,reg,phase,lat,lon,alt_m,x,y,z,lane
06:31:10.843,11-1,C,37.54514313131991,127.11862340992185,137.16,12382.5361774715,-2396.2597014669464,137.16,-
06:31:10.843,2-1,C,37.514055,127.068923,98.75590735466471,7997.1121386822315,-5856.99047999982,98.75590735466471,-
06:31:10.843,15-1,C,37.562717,126.792646,27.274414654283124,-16380.791364922143,-439.93663999979725,27.274414654283124,-
06:31:10.843,10-1,C,37.610344,126.923622,12.970133048288822,-4823.838418104582,4861.901000000039,12.970133048288822,-
06:31:10.843,7-1,C,37.482577,126.943604,9.446422636426323,-3060.6830783223845,-9361.121439999808,9.446422636426323,-
06:31:10.843,8-1,C,37.475473,126.983526,9.375352250313306,461.9216396636254,-10151.938719999609,9.375352250313306,-
06:31:10.843,17-1,A,37.48833114125345,127.09992365375244,0.0,10732.522417952192,-8720.570435666363,0.0,-
06:31:10.843,16-1,A,37.597064191000655,127.08607948721414,0.0,9510.952196910348,3383.592662192971,0.0,-
06:31:10.843,14-1,A,37.48826687115463,126.87868462089291,0.0,-8788.986047394405,-8727.724983066502,0.0,-
06:31:10.875,12-1,C,37.56738664891048,126.96600045315577,137.16,-1084.4831997421957,79.8886767145597,137.16,-
06:31:10.875,13-1,C,37.49454061647349,127.02515058852202,137.16,4134.757968301635,-8029.331654170688,137.16,-
06:31:10.875,11-1,C,37.54514623325251,127.11862355242566,137.16,12382.548751605502,-2395.9143943306317,137.16,-
06:31:10.875,2-1,C,37.514055,127.068923,99.06944335458564,7997.1121386822315,-5856.99047999982,99.06944335458564,-
06:31:10.875,15-1,C,37.562717,126.792646,27.439438654241446,-16380.791364922143,-439.93663999979725,27.439438654241446,-
06:31:10.875,10-1,C,37.610344,126.923622,13.085669048259433,-4823.838418104582,4861.901000000039,13.085669048259433,-
06:31:10.875,7-1,C,37.482577,126.943604,9.57744663639318,-3060.6830783223845,-9361.121439999808,9.57744663639318,-
06:31:10.875,8-1,C,37.475473,126.983526,9.506376250280162,461.9216396636254,-10151.938719999609,9.506376250280162,-
06:31:10.875,17-1,A,37.488331939039114,127.09992254699776,0.0,10732.424761039456,-8720.481626165823,0.0,-
06:31:10.875,16-1,A,37.59706443634917,127.08608056536536,0.0,9511.047329935442,3383.6199743900243,0.0,-
06:31:10.875,14-1,A,37.488266130949,126.87868466966616,0.0,-8788.98174378129,-8727.807382757368,0.0,-
06:31:11.875,12-1,C,37.56734708701196,126.96573884564667,137.16,-1107.5667087306222,75.48464617176533,137.16,-
06:31:11.875,13-1,C,37.49449868755014,127.02523560210186,137.16,4142.25932688704,-8033.9991819179595,137.16,-
06:31:11.875,11-1,C,37.54523868006516,127.1186277994627,137.16,12382.923498178889,-2385.6232151462286,137.16,-
06:31:11.875,2-1,C,37.514055,127.068923,109.3674433545736,7997.1121386822315,-5856.99047999982,109.3674433545736,-
06:31:11.875,15-1,C,37.562717,126.792646,33.09643865423342,-16380.791364922143,-439.93663999979725,33.09643865423342,-
06:31:11.875,10-1,C,37.610344,126.923622,17.196169048247384,-4823.838418104582,4861.901000000039,17.196169048247384,-
06:31:11.875,7-1,C,37.482577,126.943604,13.215234811701364,-3060.6830783223845,-9361.121439999808,13.215234811701364,-
06:31:11.875,8-1,C,37.475473,126.983526,13.116999273616916,461.9216396636254,-10151.938719999609,13.116999273616916,-
06:31:11.875,17-1,A,37.488359891756645,127.0998837686613,0.0,10729.003069967333,-8717.369929649942,0.0,-
06:31:11.875,16-1,A,37.597073342924766,127.08611970412011,0.0,9514.50082329993,3384.6114543855333,0.0,-
06:31:11.875,14-1,A,37.488238514080706,126.87868648938228,0.0,-8788.821177160979,-8730.881692535255,0.0,-
06:31:11.907,12-1,C,37.56734582016926,126.96573046850664,137.16,-1108.3058839466692,75.34362124225483,137.16,-
06:31:11.907,13-1,C,37.49449734339474,127.0252383274631,137.16,4142.499805078284,-8034.148813297058,137.16,-
06:31:11.907,11-1,C,37.54524163376686,127.11862793515672,137.16,12382.935471437437,-2385.2944090732904,137.16,-
06:31:11.907,2-1,C,37.514055,127.068923,109.69749135449024,7997.1121386822315,-5856.99047999982,109.69749135449024,-
06:31:11.907,15-1,C,37.562717,126.792646,33.27797465418746,-16380.791364922143,-439.93663999979725,33.27797465418746,-
06:31:11.907,10-1,C,37.610344,126.923622,17.328217048213723,-4823.838418104582,4861.901000000039,17.328217048213723,-
06:31:11.907,7-1,C,37.482577,126.943604,13.332156033281748,-3060.6830783223845,-9361.121439999808,13.332156033281748,-
06:31:11.907,8-1,C,37.475473,126.983526,13.233051210334434,461.9216396636254,-10151.938719999609,13.233051210334434,-
06:31:11.907,17-1,A,37.488360789338046,127.09988252346167,0.0,10728.893197062604,-8717.270010888244,0.0,-
06:31:11.907,16-1,A,37.59707362920437,127.0861209621375,0.0,9514.611827207966,3384.643323030591,0.0,-
06:31:11.907,14-1,A,37.48823762574783,126.87868654791585,0.0,-8788.81601232453,-8730.980581751228,0.0,-
06:31:12.907,12-1,C,37.567305389587645,126.96546311673269,137.16,-1131.8962506679102,70.84288889657223,137.16,-
06:31:12.907,13-1,C,37.49445320003285,127.02532783095903,137.16,4150.397341200132,-8039.062852342668,137.16,-
06:31:12.907,11-1,C,37.545329448364,127.11863196938825,137.16,12383.291440652902,-2375.5188881195263,137.16,-
06:31:12.907,2-1,C,37.514055,127.068923,120.51149135447417,7997.1121386822315,-5856.99047999982,120.51149135447417,-
06:31:12.907,15-1,C,37.562717,126.792646,39.45097465417542,-16380.791364922143,-439.93663999979725,39.45097465417542,-
06:31:12.907,10-1,C,37.610344,126.923622,21.954717048197654,-4823.838418104582,4861.901000000039,21.954717048197654,-
06:31:12.907,7-1,C,37.482577,126.943604,17.485944208585906,-3060.6830783223845,-9361.121439999808,17.485944208585906,-
06:31:12.907,8-1,C,37.475473,126.983526,17.359674233667167,461.9216396636254,-10151.938719999609,17.359674233667167,-
06:31:12.907,17-1,B,37.48839,127.099842,0.30786306520614914,10725.317521062578,-8714.018279999429,0.30786306520614914,-
06:31:12.907,16-1,A,37.597083814876264,127.08616572170979,0.0,9518.561285664593,3385.777192026289,0.0,-
06:31:12.907,14-1,A,37.48820537990308,126.87868867264204,0.0,-8788.628532475022,-8734.570189188813,0.0,-
06:31:13.125,12-1,C,37.56729653571765,126.96540456952036,137.16,-1137.0622916083848,69.85727608967261,137.16,-
